name,selling_price,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Toyota Fortuner 4x2 4 Speed AT,1225000,2012,160000,Diesel,Individual,Automatic,First Owner,11.5 kmpl,2982 CC,169 bhp,7
Mahindra KUV 100 G80 K2,340000,2018,51492,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,6
Volkswagen Vento Diesel Highline,300000,2011,72000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,5
Ford Figo 1.2P Titanium Opt MT,370000,2016,60000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,5
Mahindra Bolero 2011-2019 SLE,330000,2013,136000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Hyundai Santro Xing GLS,238000,2014,60000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,5
Hyundai Santro Xing XG,72000,2006,110000,Petrol,Individual,Manual,Second Owner,,,,
Hyundai Santro Xing GLS,200000,2013,90000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,5
Nissan Sunny Diesel XV,320000,2014,91000,Diesel,Individual,Manual,Fourth & Above Owner,22.71 kmpl,1461 CC,84.8 bhp,5
Hyundai Santro Xing GL Plus,114999,2009,90000,Petrol,Individual,Manual,Fourth & Above Owner,17.92 kmpl,1086 CC,62.1 bhp,5
Maruti Wagon R LXI BS IV,320000,2015,50000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5
Hyundai i10 Era,210000,2010,20000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,5
Mahindra Xylo D2 BS IV,200000,2011,120000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2489 CC,95 bhp,8
Maruti Wagon R LXI Minor,135000,2009,150000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,5
Tata Indigo CS LS (TDI) BS-III,350000,2015,52000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,5
Mahindra Bolero 2011-2019 DI BSIII,350000,2014,167000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,8
Maruti Swift Dzire VDI,680000,2017,40000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Maruti Swift Vdi BSIII,200000,2010,190000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,5
Renault KWID 1.0 RXT Optional,300000,2016,50000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5
Mahindra Xylo E6,270000,2011,70000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2498 CC,112 bhp,7
Maruti Wagon R LXI BSIII,225000,2012,80000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5
Mahindra Bolero DI DX 8 Seater,250000,2008,120000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,8
Mahindra TUV 300 T8,590000,2015,40000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,7
Hyundai EON Era Plus,290000,2015,17000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Maruti Zen Estilo LXI BS IV,100000,2010,180000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,67.1 bhp,5
Maruti Celerio VXI,395000,2016,50000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5
Hyundai EON Era Plus,195000,2014,65000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5
Tata Nano Cx,45000,2011,10000,Petrol,Individual,Manual,Third Owner,26.0 kmpl,624 CC,35 bhp,4
Mahindra Bolero DI DX 8 Seater,270000,2009,70000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,8
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,600000,2014,90000,Diesel,Individual,Manual,Second Owner,13.58 kmpl,2499 CC,72.4 bhp,9
Hyundai i20 Asta 1.4 CRDi,715000,2015,50000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Hyundai Elite i20 Magna Plus BSIV,600000,2019,10000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5
Mahindra TUV 300 T6 Plus,875000,2019,25000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7
Mahindra Scorpio M2DI,420000,2011,100000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115 bhp,5
Honda CR-V 2.4 4WD AT,325000,2007,70000,Petrol,Individual,Automatic,Second Owner,10.1 kmpl,2354 CC,152 bhp,5
Datsun GO Anniversary Edition,385000,2017,30000,Petrol,Individual,Manual,First Owner,20.63 kmpl,1198 CC,67.06 bhp,5
Mahindra KUV 100 mFALCON G80 K2,300000,2016,40000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,6
Hyundai i20 Sportz 1.4 CRDi,335000,2012,135000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,88.76 bhp,5
Maruti Celerio LXI,300000,2014,35000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5
Hyundai Accent GLE,80000,2004,120000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,5
Mahindra Bolero 2011-2019 SLE,400000,2012,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Tata Indigo CS LS (TDI) BS III,168000,2012,190000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,5
Mahindra Bolero 2011-2019 Plus AC,550000,2016,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,9
Toyota Etios GD,300000,2012,120000,Diesel,Individual,Manual,Second Owner,,,,
Mahindra Bolero PLUS AC BSIII,320000,2011,175000,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,7
Mahindra Bolero 2011-2019 Plus - AC BSIII,320000,2011,175000,Diesel,Individual,Manual,Third Owner,15.96 kmpl,2523 CC,63 bhp,9
Nissan Sunny XE,350000,2011,25000,Petrol,Individual,Manual,Second Owner,16.95 kmpl,1498 CC,97.7 bhp,5
Tata Manza Club Class Quadrajet90 VX,280000,2013,80000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,5
Hyundai Xcent 1.1 CRDi SX Option,550000,2017,70000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71 bhp,5
Hyundai Xcent 1.2 VTVT E Plus,500000,2018,10000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5
Ford Freestyle Titanium Plus Petrol BSIV,700000,2019,6000,Petrol,Individual,Manual,First Owner,19.0 kmpl,1194 CC,94.68 bhp,5
Skoda Rapid Ultima 1.6 TDI Elegance,380000,2013,90000,Diesel,Individual,Manual,Second Owner,20.5 kmpl,1598 CC,103.5 bhp,5
Mahindra Bolero 2011-2019 Plus - AC BSIII,340000,2012,110000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,63 bhp,9
Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,160000,2007,120000,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,9
Toyota Innova 2.5 G (Diesel) 7 Seater,750000,2014,50000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Hyundai Grand i10 1.2 Kappa Magna AT,531000,2018,20000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 CC,81.86 bhp,5
Renault KWID 1.0 RXT Optional,300000,2017,35000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5
Volkswagen Polo 1.5 TDI Comfortline,350000,2014,60000,Diesel,Individual,Manual,Second Owner,20.14 kmpl,1498 CC,88.8 bhp,5
Chevrolet Beat LT,150000,2010,68000,Petrol,Individual,Manual,Fourth & Above Owner,18.6 kmpl,1199 CC,79.4 bhp,5
Maruti Swift VXI Optional,450000,2015,30000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Mahindra XUV500 W10 2WD,1625000,2017,54000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Maruti Swift 1.3 VXi,140000,2006,65000,Petrol,Individual,Manual,Third Owner,,,,
Mahindra Bolero GLX,250000,2004,80000,Diesel,Individual,Manual,Third Owner,,,,
Tata Indica V2 DLX TC,85000,2006,120000,Diesel,Individual,Manual,Third Owner,16.8 kmpl,1405 CC,68 bhp,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,450000,2018,30000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,5
Maruti Zen Estilo VXI BSIV W ABS,170000,2011,55113,Petrol,Individual,Manual,First Owner,,,,
Tata Tiago 1.05 Revotorq XM,360000,2017,50000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5
Maruti Alto K10 VXI,390000,2020,6000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5
Maruti Eeco 7 Seater Standard BSIV,145000,2011,50000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,7
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,540000,2012,90000,Diesel,Individual,Manual,Third Owner,12.05 kmpl,2179 CC,120 bhp,8
Toyota Innova 2.5 E Diesel MS 8-seater,290000,2008,126000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,8
Tata Indigo eCS VX BSIV,300000,2013,90000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,5
Ford Figo Aspire 1.2 Ti-VCT Titanium,565000,2017,80000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,5
Mahindra Scorpio 2.6 CRDe SLE,441000,2011,70000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2609 CC,120 bhp,7
Hyundai Santro Xing XP,50000,2003,80000,Petrol,Individual,Manual,Second Owner,,,,
Hyundai EON Era Plus,180000,2011,80000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5
Hyundai EON D Lite,200000,2013,80000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5
Maruti Alto LX,85000,2005,150000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Tata Indica V2 DL BSIII,67500,2006,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.88 kmpl,1396 CC,52.8 bhp,5
Maruti Vitara Brezza ZDi Plus Dual Tone,700000,2016,110000,Diesel,Individual,Manual,Second Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Volkswagen Polo Diesel Highline 1.2L,275000,2010,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07 kmpl,1199 CC,73.9 bhp,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,600000,2019,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,5
Mahindra Xylo D2,250000,2011,120000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2489 CC,95 bhp,8
Mahindra Bolero 2011-2019 DI - AC BS III,600000,2016,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9
Fiat Linea 1.3 Active,200000,2010,80000,Diesel,Individual,Manual,Second Owner,20.4 kmpl,1248 CC,91.2 bhp,5
Hyundai Grand i10 CRDi Sportz,425000,2015,91500,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,5
Maruti Swift Dzire VDi,420000,2012,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Hyundai i20 1.4 CRDi Era,321000,2012,100000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,5
Mahindra Xylo D4 BSIV,350000,2012,120000,Diesel,Individual,Manual,Fourth & Above Owner,14.0 kmpl,2498 CC,112 bhp,8
Honda Amaze i-VTEC Privilege Edition,490000,2017,80000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,5
Mahindra Scorpio S2 7 Seater,680000,2015,90000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2523 CC,75 bhp,7
Maruti Alto K10 VXI,298000,2016,70000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5
Hyundai Santro GLS I - Euro I,80000,1999,110000,Petrol,Individual,Manual,Second Owner,,,,
Mahindra Scorpio M2DI,450000,2011,150000,Diesel,Individual,Manual,Fourth & Above Owner,13.5 kmpl,2179 CC,115 bhp,5
Skoda Superb 1.8 TSI,400000,2010,60000,Petrol,Individual,Automatic,Second Owner,,,,
Tata Indica Vista Quadrajet ZX,250000,2012,40000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,5
Ford Endeavour Hurricane Limited Edition,1075000,2013,110000,Diesel,Individual,Automatic,Third Owner,12.8 kmpl,2953 CC,156 bhp,7
Hyundai Grand i10 Sportz,500000,2017,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Ford Freestyle Trend Petrol BSIV,681000,2019,10000,Petrol,Individual,Manual,First Owner,19.0 kmpl,1194 CC,94.68 bhp,5
Mahindra XUV500 W8 2WD,650000,2014,90000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7
Chevrolet Aveo U-VA 1.2 LS,80000,2008,70000,Petrol,Individual,Manual,Second Owner,15.26 kmpl,1150 CC,74.9 bhp,5
Mahindra Bolero SLX 2WD BSIII,290000,2009,120000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,7
Mahindra Scorpio 2.6 SPORTZ CRDe,220000,2006,120000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2179 CC,120 bhp,8
Hyundai Santro Xing GL,120000,2009,90000,Petrol,Individual,Manual,Second Owner,0.0 kmpl,1086 CC,62 bhp,5
Datsun RediGO Sport,229999,2017,80000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53 bhp,5
Mahindra Bolero ZLX BSIII,150000,2003,132478,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Maruti Swift Dzire VXI,500000,2014,45000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,5
Tata Indigo CS LS (TDI) BS III,175000,2013,120000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,5
Ford Freestyle Titanium Petrol BSIV,720000,2019,10000,Petrol,Individual,Manual,First Owner,19.0 kmpl,1194 CC,94.68 bhp,5
Maruti 800 AC,100000,2012,51000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4
Honda Civic 1.8 V AT,250000,2009,105000,Petrol,Individual,Automatic,Second Owner,12.9 kmpl,1799 CC,130 bhp,5
Mahindra XUV500 W6 2WD,810000,2014,100000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Maruti Alto LXi,165000,2010,30000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5
Chevrolet Tavera Neo 3 LS 10 Str,409999,2016,60000,Diesel,Individual,Manual,Second Owner,12.2 kmpl,1994 CC,105.3 bhp,10
Maruti Swift VDI,430000,2013,86000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5
Datsun GO Plus D1,300000,2015,15000,Petrol,Individual,Manual,First Owner,20.62 kmpl,1198 CC,67 bhp,7
Maruti Swift Dzire VDi,350000,2011,137500,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Renault KWID 1.0 RXT Optional,400000,2018,60000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5
Chevrolet Enjoy 1.3 TCDi LS 7,420000,2016,70000,Diesel,Individual,Manual,First Owner,18.2 kmpl,1248 CC,73.74 bhp,7
Maruti Wagon R VXI BS IV,430000,2015,5000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Maruti Swift VXI Optional,573000,2017,30000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Hyundai EON D Lite Plus,210000,2015,40000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Renault Duster 110PS Diesel RxZ,600000,2015,60000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,5
Honda City 2017-2020 GXi,150000,2008,70000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,78 bhp,5
Tata Tigor 1.2 Revotron XT,550000,2019,15000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,5
Maruti Swift Dzire ZDi,320000,2011,110000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Maruti 800 AC,80000,2000,70000,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,4
Honda Amaze VX Diesel BSIV,800000,2019,10000,Diesel,Individual,Manual,First Owner,27.4 kmpl,1498 CC,98.63 bhp,5
Maruti Ertiga ZXI,500000,2013,60000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,7
Tata Manza Aura Quadrajet,229999,2011,110000,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,5
Maruti Ertiga ZXI,500000,2013,60000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,7
Hyundai i20 Asta 1.2,630000,2015,35000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Maruti Omni E MPI STD BS IV,190000,2016,70000,Petrol,Individual,Manual,Second Owner,16.8 kmpl,796 CC,34.2 bhp,8
Tata Manza Aura Quadrajet,229999,2011,110000,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,5
Mahindra Bolero VLX CRDe,450000,2011,100000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Maruti Alto Std,95000,2008,120000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Maruti Omni 8 Seater BSII,101000,2009,90000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,35 bhp,8
Honda Amaze E i-Dtech,500000,2016,70000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,1019999,2014,88000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Hyundai EON Era Plus,244000,2012,38000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Maruti Wagon R LXI BS IV,250000,2013,90000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5
Maruti Baleno Alpha 1.2,660000,2016,60000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Hyundai i20 Magna,270000,2010,60000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,80 bhp,5
Maruti Ritz VDi,280000,2012,156060,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,5
Hyundai Creta 1.6 CRDi SX,1050000,2017,60000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5
Maruti Swift Dzire VXI,525000,2017,70000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5
Hyundai Verna 1.6 CRDi S,850000,2017,35000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,5
Mahindra XUV500 W10 1.99 mHawk,1165000,2016,50000,Diesel,Individual,Manual,First Owner,16.0 kmpl,1997 CC,140 bhp,7
Maruti Swift ZXI,345000,2012,50000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,5
Hyundai Santro Xing XS,95000,2007,100000,Petrol,Individual,Manual,Second Owner,17.8 kmpl,1086 CC,63 bhp,5
Maruti Alto 800 LXI,241000,2015,15000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Maruti Alto 800 LXI,235000,2015,20000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,615000,2015,80000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5
Mahindra Verito Vibe 1.5 dCi D4,350000,2014,110000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1461 CC,64.1 bhp,5
Maruti Wagon R Stingray VXI,350000,2014,35000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Maruti Wagon R Stingray VXI,380000,2014,35000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Tata Sumo Gold EX BSIII,400000,2017,140000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,69.01 bhp,7
Maruti Zen Estilo LXI BS IV,220000,2010,40000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,5
Tata Sumo GX,270000,2008,110000,Diesel,Individual,Manual,Third Owner,14.4 kmpl,2179 CC,120 bhp,7
Maruti Ritz ZXi,275000,2012,70000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,85.80 bhp,5
Tata Indica Vista Terra 1.4 TDI,125000,2009,100000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,5
Hyundai i10 Sportz 1.1L,360000,2015,20000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,550000,2019,15000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,5
Ford Fiesta 1.4 ZXi Duratec,200000,2011,70000,Petrol,Individual,Manual,Second Owner,16.6 kmpl,1388 CC,68 bhp,5
Mahindra KUV 100 mFALCON G80 K2,327000,2016,20000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,6
Hyundai i10 Sportz 1.1L,425000,2016,15000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,5
Maruti Swift Dzire VDI,620000,2017,107000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,130000,2011,54000,Diesel,Individual,Manual,Second Owner,18.4 kmpl,1248 CC,75 bhp,5
Maruti Alto LX,120000,2009,58000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Mahindra Scorpio SLE BSIV,400000,2011,110000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,8
Hyundai Verna CRDi SX,185000,2007,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.8 kmpl,1493 CC,110 bhp,5
Hyundai EON 1.0 Kappa Magna Plus,204999,2015,43000,Petrol,Individual,Manual,Second Owner,20.3 kmpl,998 CC,68.05 bhp,5
Maruti Swift Dzire VDI,625000,2017,43000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Maruti Ertiga ZDI,600000,2013,60000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,7
Tata Indigo GLX,150000,2011,150000,Petrol,Individual,Manual,First Owner,12.8 kmpl,1396 CC,85 bhp,5
Renault KWID 1.0 RXT Optional,300000,2017,35000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5
Chevrolet Sail Hatchback Petrol,229999,2013,46000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,84.8 bhp,5
Maruti Omni E MPI STD BS IV,220000,2018,10000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,8
Hyundai i20 Asta Option 1.2,576000,2016,35000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Renault KWID RXT,265000,2016,50000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Maruti Esteem Vxi - BSII,50000,2005,60000,Petrol,Individual,Manual,Third Owner,,,,
Hyundai Verna 1.6 VGT CRDi,300000,2011,80000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Tata Tigor 1.05 Revotorq XZ,420000,2017,110000,Diesel,Individual,Manual,First Owner,24.7 kmpl,1047 CC,69 bhp,5
Maruti Ertiga VDI,750000,2015,14000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Maruti Alto 800 CNG LXI,165000,2012,60000,CNG,Individual,Manual,Second Owner,30.46 km/kg,796 CC,47.3 bhp,5
Renault KWID RXT,290000,2017,28000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Hyundai EON Era,160000,2011,57000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Maruti Swift Dzire ZDI,695000,2017,50000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5
Maruti Wagon R Duo Lxi,231000,2012,70000,LPG,Individual,Manual,First Owner,26.2 km/kg,998 CC,58.2 bhp,5
Toyota Corolla Altis D-4D J,1050000,2015,60000,Diesel,Individual,Manual,First Owner,21.43 kmpl,1364 CC,87.2 bhp,5
Hyundai i20 Sportz 1.2,400000,2013,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,5
Hyundai i20 2015-2017 Sportz 1.2,500000,2016,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Tata Manza Aqua Quadrajet BS IV,150000,2010,120000,Diesel,Individual,Manual,Second Owner,21.12 kmpl,1248 CC,88.8 bhp,5
Mahindra Xylo H4,400000,2016,140000,Diesel,Individual,Manual,Second Owner,14.02 kmpl,2179 CC,118.3 bhp,7
Tata Indigo LS,120000,2010,100000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,70 bhp,5
Mahindra Xylo H4,480000,2014,120000,Diesel,Individual,Manual,Second Owner,14.02 kmpl,2179 CC,118.3 bhp,7
Tata Indigo CS LX (TDI) BS-III,200000,2013,120000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,5
Ford Fiesta Classic 1.4 Duratorq CLXI,300000,2012,64000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,67 bhp,5
Maruti Celerio VXI,350000,2015,25000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5
Renault Triber RXT BSIV,580000,2019,12000,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,7
Chevrolet Beat Diesel LT,200000,2012,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,5
Mahindra Scorpio Getaway,750000,2016,120000,Diesel,Individual,Manual,First Owner,11.0 kmpl,2179 CC,120 bhp,5
Renault KWID RXT,261000,2016,90000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
